text,label
上星,"['shàng', 'NA']"
上月,"['shàng', 'NA']"
下有苏杭,"['NA', 'yǒu', 'NA', 'NA']"
下有对策,"['NA', 'yǒu', 'NA', 'NA']"
上来,"['shàng', 'NA']"
上杭,"['shàng', 'NA']"
上杭县,"['shàng', 'NA', 'NA']"
上林,"['shàng', 'NA']"
上林县,"['shàng', 'NA', 'NA']"
上楼,"['shàng', 'NA']"
上次,"['shàng', 'NA']"
上款,"['shàng', 'NA']"
上气不接下气,"['shàng', 'NA', 'NA', 'NA', 'NA', 'NA']"
上水,"['shàng', 'NA']"
上汽,"['shàng', 'NA']"
上流,"['shàng', 'NA']"
上浣,"['shàng', 'NA']"
上浮,"['shàng', 'NA']"
上海,"['shàng', 'NA']"
上海商务印书馆,"['shàng', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA']"
上海白菜,"['shàng', 'NA', 'NA', 'NA']"
上海话,"['shàng', 'NA', 'NA']"
上游,"['shàng', 'NA']"
上演,"['shàng', 'NA']"
上火,"['shàng', 'NA']"
上犹,"['shàng', 'NA']"
上犹县,"['shàng', 'NA', 'NA']"
上环,"['shàng', 'NA']"
上班,"['shàng', 'NA']"
上班族,"['shàng', 'NA', 'NA']"
上甘岭,"['shàng', 'NA', 'NA']"
上界,"['shàng', 'NA']"
上疏,"['shàng', 'NA']"
上瘾,"['shàng', 'NA']"
上皮,"['shàng', 'NA']"
上眼睑,"['shàng', 'NA', 'NA']"
上睑,"['shàng', 'NA']"
上确界,"['shàng', 'NA', 'NA']"
上等,"['shàng', 'NA']"
上等兵,"['shàng', 'NA', 'NA']"
上级,"['shàng', 'NA']"
上级领导,"['shàng', 'NA', 'NA', 'NA']"
上线,"['shàng', 'NA']"
上网,"['shàng', 'NA']"
上网本,"['shàng', 'NA', 'NA']"
上肢,"['shàng', 'NA']"
上膛,"['shàng', 'NA']"
上船,"['shàng', 'NA']"
上苍,"['shàng', 'NA']"
上菜,"['shàng', 'NA']"
上蔡,"['shàng', 'NA']"
上蔡县,"['shàng', 'NA', 'NA']"
上虞,"['shàng', 'NA']"
上街,"['shàng', 'NA']"
上衫,"['shàng', 'NA']"
上装,"['shàng', 'NA']"
上西天,"['shàng', 'NA', 'NA']"
上覆,"['shàng', 'NA']"
上议院,"['shàng', 'NA', 'NA']"
上访,"['shàng', 'NA']"
上证,"['shàng', 'NA']"
上诉,"['shàng', 'NA']"
上诉法院,"['shàng', 'NA', 'NA', 'NA']"
上课,"['shàng', 'NA']"
上谕,"['shàng', 'NA']"
上路,"['shàng', 'NA']"
上身,"['shàng', 'NA']"
上轨道,"['shàng', 'NA', 'NA']"
上辈,"['shàng', 'NA']"
上辈子,"['shàng', 'NA', 'NA']"
上进,"['shàng', 'NA']"
上进心,"['shàng', 'NA', 'NA']"
上述,"['shàng', 'NA']"
上部,"['shàng', 'NA']"
上野,"['shàng', 'NA']"
上钩,"['shàng', 'NA']"
上钩儿,"['shàng', 'NA', 'NA']"
上镜,"['shàng', 'NA']"
上门,"['shàng', 'NA']"
上门费,"['shàng', 'NA', 'NA']"
上阵,"['shàng', 'NA']"
上阵杀敌,"['shàng', 'NA', 'NA', 'NA']"
上限,"['shàng', 'NA']"
上面,"['shàng', 'NA']"
上鞋,"['shàng', 'NA']"
上页,"['shàng', 'NA']"
上颔,"['shàng', 'NA']"
上风,"['shàng', 'NA']"
上饶,"['shàng', 'NA']"
上饶县,"['shàng', 'NA', 'NA']"
上首,"['shàng', 'NA']"
上马,"['shàng', 'NA']"
上高,"['shàng', 'NA']"
上高县,"['shàng', 'NA', 'NA']"
上齿,"['shàng', 'NA']"
上龙,"['shàng', 'NA']"
下一个,"['NA', 'NA', 'ge']"
下不为例,"['NA', 'NA', 'wéi', 'NA']"
下不来台,"['NA', 'NA', 'NA', 'tái']"
下个月,"['NA', 'gè', 'NA']"
下令,"['NA', 'lìng']"
下任,"['NA', 'rèn']"
下体,"['NA', 'tǐ']"
下划线,"['NA', 'huà', 'NA']"
下功夫,"['NA', 'NA', 'fu']"
下单,"['NA', 'dān']"
下台,"['NA', 'tái']"
下台阶,"['NA', 'tái', 'NA']"
下场,"['NA', 'chǎng']"
下场门,"['NA', 'chǎng', 'NA']"
下城区,"['NA', 'NA', 'qū']"
下家,"['NA', 'jiā']"
下属,"['NA', 'shǔ']"
下属公司,"['NA', 'shǔ', 'NA', 'NA']"
下岗,"['NA', 'gǎng']"
下关区,"['NA', 'NA', 'qū']"
下关市,"['NA', 'NA', 'shì']"
下工夫,"['NA', 'NA', 'fu']"
下巴颏,"['NA', 'NA', 'kē']"
下意识,"['NA', 'NA', 'shí']"
下旋,"['NA', 'xuán']"
下星期,"['NA', 'NA', 'qī']"
下槛,"['NA', 'kǎn']"
下死劲,"['NA', 'NA', 'jìn']"
下片,"['NA', 'piàn']"
下箭头,"['NA', 'NA', 'tóu']"
下箭头键,"['NA', 'NA', 'tóu', 'NA']"
下而上,"['NA', 'NA', 'shàng']"
下脚料,"['NA', 'jiǎo', 'NA']"
下至上,"['NA', 'NA', 'shàng']"
下花园区,"['NA', 'NA', 'NA', 'qū']"
下落,"['NA', 'luò']"
下落不明,"['NA', 'luò', 'NA', 'NA']"
下行,"['NA', 'xíng']"
下议院议员,"['NA', 'NA', 'NA', 'NA', 'yuán']"
下调,"['NA', 'diào']"
下车,"['NA', 'chē']"
下载,"['NA', 'zǎi']"
下边,"['NA', 'bian']"
下边儿,"['NA', 'bian', 'NA']"
下陆,"['NA', 'lù']"
下降,"['NA', 'jiàng']"
下雨,"['NA', 'yǔ']"
下面请看,"['NA', 'NA', 'NA', 'kàn']"
下颌,"['NA', 'hé']"
下颌下腺,"['NA', 'hé', 'NA', 'NA']"
下颏,"['NA', 'kē']"
下颔骨,"['NA', 'NA', 'gǔ']"
不一会,"['NA', 'NA', 'huì']"
不中意,"['NA', 'zhòng', 'NA']"
不中用,"['NA', 'zhōng', 'NA']"
不为人知,"['NA', 'wéi', 'NA', 'NA']"
不为左右袒,"['NA', 'wèi', 'NA', 'NA', 'NA']"
不为所动,"['NA', 'wéi', 'NA', 'NA']"
不为酒困,"['NA', 'wéi', 'NA', 'NA']"
不了,"['NA', 'liǎo']"
不予,"['NA', 'yú']"
不二价,"['NA', 'NA', 'jià']"
不亦乐乎,"['NA', 'NA', 'lè', 'NA']"
不仅,"['NA', 'jǐn']"
不令人鼓舞,"['NA', 'lìng', 'NA', 'NA', 'NA']"
不以为然,"['NA', 'NA', 'wéi', 'NA']"
不仅如此,"['NA', 'jǐn', 'NA', 'NA']"
不传,"['NA', 'chuán']"
不会,"['NA', 'huì']"
不体面,"['NA', 'tǐ', 'NA']"
不便,"['NA', 'biàn']"
不信任动议,"['NA', 'NA', 'rèn', 'NA', 'NA']"
不信任投票,"['NA', 'NA', 'rèn', 'NA', 'NA']"
不信任案,"['NA', 'NA', 'rèn', 'NA']"
不修边幅,"['NA', 'NA', 'biān', 'NA']"
不倒翁,"['NA', 'dǎo', 'NA']"
不值得,"['NA', 'NA', 'de']"
不减当年,"['NA', 'NA', 'dāng', 'NA']"
不分,"['NA', 'fēn']"
不分彼此,"['NA', 'fēn', 'NA', 'NA']"
不分情由,"['NA', 'fēn', 'NA', 'NA']"
不分昼夜,"['NA', 'fēn', 'NA', 'NA']"
不分皂白,"['NA', 'fēn', 'NA', 'NA']"
不分轩轾,"['NA', 'fēn', 'NA', 'NA']"
不分高下,"['NA', 'fēn', 'NA', 'NA']"
不切实际,"['NA', 'qiè', 'NA', 'NA']"
不刊之论,"['NA', 'NA', 'NA', 'lùn']"
不划算,"['NA', 'huá', 'NA']"
不列颠哥伦比亚省,"['NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'shěng']"
不务正业,"['NA', 'NA', 'zhèng', 'NA']"
不动声色,"['NA', 'NA', 'NA', 'sè']"
不劳无获,"['NA', 'NA', 'wú', 'NA']"
不加思索,"['NA', 'NA', 'sī', 'NA']"
不加选择,"['NA', 'NA', 'NA', 'zé']"
不协调,"['NA', 'NA', 'tiáo']"
不单,"['NA', 'dān']"
不厌其烦,"['NA', 'NA', 'qí', 'NA']"
不及格,"['NA', 'NA', 'gé']"
不受约束,"['NA', 'NA', 'yuē', 'NA']"
不变化,"['NA', 'NA', 'huà']"
不变量,"['NA', 'NA', 'liàng']"
不只,"['NA', 'zhǐ']"
不可,"['NA', 'kě']"
不可一世,"['NA', 'kě', 'NA', 'NA']"
不可以,"['NA', 'kě', 'NA']"
不可侵犯,"['NA', 'kě', 'NA', 'NA']"
不可侵犯权,"['NA', 'kě', 'NA', 'NA', 'NA']"
不可再生资源,"['NA', 'kě', 'NA', 'NA', 'NA', 'NA']"
不可名状,"['NA', 'kě', 'NA', 'NA']"
不可告人,"['NA', 'kě', 'NA', 'NA']"
不可导,"['NA', 'kě', 'NA']"
不可开交,"['NA', 'kě', 'NA', 'NA']"
不可或缺,"['NA', 'kě', 'NA', 'NA']"
不可抗力,"['NA', 'kě', 'NA', 'NA']"
不可抗拒,"['NA', 'kě', 'NA', 'NA']"
不可挽回,"['NA', 'kě', 'NA', 'NA']"
不可撤销信用证,"['NA', 'kě', 'NA', 'NA', 'NA', 'NA', 'NA']"
不可收拾,"['NA', 'kě', 'NA', 'NA']"
不可救药,"['NA', 'kě', 'NA', 'NA']"
不可枚举,"['NA', 'kě', 'NA', 'NA']"
不可理喻,"['NA', 'kě', 'NA', 'NA']"
不可端倪,"['NA', 'kě', 'NA', 'NA']"
不可终日,"['NA', 'kě', 'NA', 'NA']"
不可置信,"['NA', 'kě', 'NA', 'NA']"
不可能,"['NA', 'kě', 'NA']"
不可言喻,"['NA', 'kě', 'NA', 'NA']"
不可逆,"['NA', 'kě', 'NA']"
不可逾越,"['NA', 'kě', 'NA', 'NA']"
不可避,"['NA', 'kě', 'NA']"
不可避免,"['NA', 'kě', 'NA', 'NA']"
不可靠,"['NA', 'kě', 'NA']"
不合,"['NA', 'hé']"
不合时宜,"['NA', 'hé', 'NA', 'NA']"
不合法,"['NA', 'hé', 'NA']"
不合理,"['NA', 'hé', 'NA']"
不同,"['NA', 'tóng']"
不同凡响,"['NA', 'tóng', 'NA', 'NA']"
不名数,"['NA', 'NA', 'shù']"
不吐不快,"['NA', 'tǔ', 'NA', 'NA']"
不吐气,"['NA', 'tǔ', 'NA']"
不含糊,"['NA', 'NA', 'hu']"
不和,"['NA', 'hé']"
不咎既往,"['NA', 'NA', 'NA', 'wǎng']"
不圆通,"['NA', 'NA', 'tōng']"
不在了,"['NA', 'NA', 'le']"
不外露,"['NA', 'NA', 'lù']"
不大,"['NA', 'dà']"
不大离,"['NA', 'dà', 'NA']"
不大离儿,"['NA', 'dà', 'NA', 'NA']"
不太好,"['NA', 'NA', 'hǎo']"
不失为,"['NA', 'NA', 'wéi']"
不好,"['NA', 'hǎo']"
不好受,"['NA', 'hǎo', 'NA']"
不好惹,"['NA', 'hǎo', 'NA']"
不入虎穴,"['NA', 'NA', 'hǔ', 'NA']"
不妨,"['NA', 'fáng']"
不公正,"['NA', 'NA', 'zhèng']"
不孕症,"['NA', 'NA', 'zhèng']"
不孝有三,"['NA', 'NA', 'yǒu', 'NA']"
不安分,"['NA', 'NA', 'fen']"
不安好心,"['NA', 'NA', 'hǎo', 'NA']"
不安其室,"['NA', 'NA', 'qí', 'NA']"
不完全中立,"['NA', 'NA', 'NA', 'zhōng', 'NA']"
不完全叶,"['NA', 'NA', 'NA', 'yè']"
不定冠词,"['NA', 'NA', 'guàn', 'NA']"
不定期,"['NA', 'NA', 'qī']"
不定积分,"['NA', 'NA', 'NA', 'fēn']"
不对劲,"['NA', 'NA', 'jìn']"
不对劲儿,"['NA', 'NA', 'jìn', 'NA']"
不对头,"['NA', 'NA', 'tóu']"
不对碴儿,"['NA', 'NA', 'chá', 'NA']"
不对称,"['NA', 'NA', 'chèn']"
不少,"['NA', 'shǎo']"
不尽,"['NA', 'jìn']"
不尽根,"['NA', 'jìn', 'NA']"
不兴,"['NA', 'xīng']"
不差,"['NA', 'chā']"
不已,"['NA', 'yǐ']"
不干不净,"['NA', 'gān', 'NA', 'NA']"
不干涉,"['NA', 'gān', 'NA']"
不平等条约,"['NA', 'NA', 'NA', 'NA', 'yuē']"
不当,"['NA', 'dàng']"
不当一回事,"['NA', 'dàng', 'NA', 'NA', 'NA']"
不当事,"['NA', 'dāng', 'NA']"
不当紧,"['NA', 'dāng', 'NA']"
不得,"['NA', 'dé']"
不得不,"['NA', 'dé', 'NA']"
不得人心,"['NA', 'dé', 'NA', 'NA']"
不得而知,"['NA', 'dé', 'NA', 'NA']"
不念旧恶,"['NA', 'NA', 'NA', 'è']"
不必要,"['NA', 'NA', 'yào']"
不怀好意,"['NA', 'NA', 'hǎo', 'NA']"
不怎么,"['NA', 'NA', 'me']"
不怎么样,"['NA', 'NA', 'me', 'NA']"
不怕一万,"['NA', 'NA', 'NA', 'wàn']"
就怕万一,"['NA', 'NA', 'wàn', 'NA']"
不怕不识货,"['NA', 'NA', 'NA', 'shí', 'NA']"
只怕货比货,"['zhǐ', 'NA', 'NA', 'NA', 'NA']"
不怕不识货,"['NA', 'NA', 'NA', 'shí', 'NA']"
不怕神一样的对手,"['NA', 'NA', 'NA', 'NA', 'NA', 'de', 'NA', 'NA']"
就怕猪一样的队友,"['NA', 'NA', 'NA', 'NA', 'NA', 'de', 'NA', 'NA']"
不惜血本,"['NA', 'NA', 'xuè', 'NA']"
不成体统,"['NA', 'NA', 'tǐ', 'NA']"
不成熟,"['NA', 'NA', 'shú']"
不战不和,"['NA', 'NA', 'NA', 'hé']"
不打不成器,"['NA', 'dǎ', 'NA', 'NA', 'NA']"
不打不成才,"['NA', 'dǎ', 'NA', 'NA', 'NA']"
不打紧,"['NA', 'dǎ', 'NA']"
不打自招,"['NA', 'dǎ', 'NA', 'NA']"
不折不扣,"['NA', 'zhé', 'NA', 'NA']"
不拉叽,"['NA', 'lā', 'NA']"
不拘一格,"['NA', 'NA', 'NA', 'gé']"
不拘小节,"['NA', 'NA', 'NA', 'jié']"
不择手段,"['NA', 'zé', 'NA', 'NA']"
不敢当,"['NA', 'NA', 'dāng']"
不敢苟同,"['NA', 'NA', 'NA', 'tóng']"
不新鲜,"['NA', 'NA', 'xiān']"
不方便,"['NA', 'NA', 'biàn']"
不无,"['NA', 'wú']"
不无小补,"['NA', 'wú', 'NA', 'NA']"
不明就里,"['NA', 'NA', 'NA', 'lǐ']"
不明觉厉,"['NA', 'NA', 'jué', 'NA']"
不明飞行物,"['NA', 'NA', 'NA', 'xíng', 'NA']"
不易之论,"['NA', 'NA', 'NA', 'lùn']"
不是吗,"['NA', 'NA', 'ma']"
不显山不露水,"['NA', 'NA', 'NA', 'NA', 'lù', 'NA']"
不智,"['NA', 'zhì']"
不曾,"['NA', 'céng']"
不服,"['NA', 'fú']"
不服水土,"['NA', 'fú', 'NA', 'NA']"
不服罪,"['NA', 'fú', 'NA']"
不期,"['NA', 'qī']"
不期然而然,"['NA', 'qī', 'NA', 'NA', 'NA']"
不期而遇,"['NA', 'qī', 'NA', 'NA']"
不欢而散,"['NA', 'NA', 'NA', 'sàn']"
不正之风,"['NA', 'zhèng', 'NA', 'NA']"
不正常,"['NA', 'zhèng', 'NA']"
不正常状况,"['NA', 'zhèng', 'NA', 'NA', 'NA']"
不正确,"['NA', 'zhèng', 'NA']"
不毛之地,"['NA', 'NA', 'NA', 'dì']"
不求有功,"['NA', 'NA', 'yǒu', 'NA']"
不治之症,"['NA', 'NA', 'NA', 'zhèng']"
不法分子,"['NA', 'NA', 'fèn', 'NA']"
不济,"['NA', 'jì']"
不由得,"['NA', 'NA', 'de']"
不畏强权,"['NA', 'NA', 'qiáng', 'NA']"
不相容,"['NA', 'xiāng', 'NA']"
不相容原理,"['NA', 'xiāng', 'NA', 'NA', 'NA']"
不相符,"['NA', 'xiāng', 'NA']"
不省人事,"['NA', 'xǐng', 'NA', 'NA']"
不着,"['NA', 'zháo']"
不知丁董,"['NA', 'NA', 'dīng', 'NA']"
不知不觉,"['NA', 'NA', 'NA', 'jué']"
不知凡几,"['NA', 'NA', 'NA', 'jǐ']"
不知天高地厚,"['NA', 'NA', 'NA', 'NA', 'dì', 'NA']"
不知好歹,"['NA', 'NA', 'hǎo', 'NA']"
不知就里,"['NA', 'NA', 'NA', 'lǐ']"
不知其所以然,"['NA', 'NA', 'qí', 'NA', 'NA', 'NA']"
不知轻重,"['NA', 'NA', 'NA', 'zhòng']"
不禁,"['NA', 'jīn']"
不符合,"['NA', 'NA', 'hé']"
不等价交换,"['NA', 'NA', 'jià', 'NA', 'NA']"
不等号,"['NA', 'NA', 'hào']"
不答理,"['NA', 'dā', 'NA']"
不简单,"['NA', 'NA', 'dān']"
不管三七二十一,"['NA', 'NA', 'NA', 'qī', 'NA', 'NA', 'NA']"
不粘锅,"['NA', 'zhān', 'NA']"
不经一事,"['NA', 'jīng', 'NA', 'NA']"
不经一事,"['NA', 'jīng', 'NA', 'NA']"
不经之谈,"['NA', 'jīng', 'NA', 'NA']"
不经意,"['NA', 'jīng', 'NA']"
不结果,"['NA', 'jié', 'NA']"
不给力,"['NA', 'gěi', 'NA']"
不肖,"['NA', 'xiào']"
不育,"['NA', 'yù']"
不育性,"['NA', 'yù', 'NA']"
不胜,"['NA', 'shèng']"
不胜枚举,"['NA', 'shèng', 'NA', 'NA']"
不能自已,"['NA', 'NA', 'NA', 'yǐ']"
毋宁死,"['NA', 'nìng', 'NA']"
不自觉,"['NA', 'NA', 'jué']"
不自量,"['NA', 'NA', 'liàng']"
不自量力,"['NA', 'NA', 'liàng', 'NA']"
不舍,"['NA', 'shè']"
不舒服,"['NA', 'NA', 'fu']"
不舒适,"['NA', 'NA', 'shì']"
不若,"['NA', 'ruò']"
不菲,"['NA', 'fěi']"
不落俗套,"['NA', 'luò', 'NA', 'NA']"
不落痕迹,"['NA', 'luò', 'NA', 'NA']"
不落窠臼,"['NA', 'luò', 'NA', 'NA']"
不蒸馒头争口气,"['NA', 'NA', 'NA', 'tou', 'NA', 'NA', 'NA']"
不虚此行,"['NA', 'NA', 'NA', 'xíng']"
不行,"['NA', 'xíng']"
不衰,"['NA', 'shuāi']"
不要,"['NA', 'yào']"
不要紧,"['NA', 'yào', 'NA']"
不要脸,"['NA', 'yào', 'NA']"
不见,"['NA', 'jiàn']"
不见一点踪影,"['NA', 'jiàn', 'NA', 'NA', 'NA', 'NA']"
不见天日,"['NA', 'jiàn', 'NA', 'NA']"
不规则三角形,"['NA', 'NA', 'NA', 'NA', 'jiǎo', 'NA']"
不规则四边形,"['NA', 'NA', 'NA', 'NA', 'biān', 'NA']"
不觉,"['NA', 'jué']"
不解,"['NA', 'jiě']"
不解风情,"['NA', 'jiě', 'NA', 'NA']"
不言不语,"['NA', 'NA', 'NA', 'yǔ']"
不论,"['NA', 'lùn']"
不识字,"['NA', 'shí', 'NA']"
不识庐山真面目,"['NA', 'shì', 'NA', 'NA', 'NA', 'NA', 'NA']"
不识抬举,"['NA', 'shí', 'NA', 'NA']"
不识时务,"['NA', 'shí', 'NA', 'NA']"
不识时变,"['NA', 'shí', 'NA', 'NA']"
不识泰山,"['NA', 'shí', 'NA', 'NA']"
不识高低,"['NA', 'shí', 'NA', 'NA']"
不语,"['NA', 'yǔ']"
不说自明,"['NA', 'shuō', 'NA', 'NA']"
不谋而合,"['NA', 'NA', 'NA', 'hé']"
不败之地,"['NA', 'NA', 'NA', 'dì']"
不足为外人道,"['NA', 'NA', 'wéi', 'NA', 'NA', 'NA']"
不足为虑,"['NA', 'NA', 'wéi', 'NA']"
不足为训,"['NA', 'NA', 'wéi', 'NA']"
不足为道,"['NA', 'NA', 'wéi', 'NA']"
不足齿数,"['NA', 'NA', 'NA', 'shù']"
不辞而别,"['NA', 'NA', 'NA', 'bié']"
不过,"['NA', 'guò']"
不过尔尔,"['NA', 'guò', 'NA', 'NA']"
不过意,"['NA', 'guò', 'NA']"
不远千里,"['NA', 'NA', 'NA', 'lǐ']"
不适,"['NA', 'shì']"
不通,"['NA', 'tōng']"
不逮捕特权,"['NA', 'dài', 'NA', 'NA', 'NA']"
不遂,"['NA', 'suì']"
不遗余力,"['NA', 'yí', 'NA', 'NA']"
不重视,"['NA', 'zhòng', 'NA']"
不锈钢,"['NA', 'NA', 'gāng']"
不长眼睛,"['NA', 'zhǎng', 'NA', 'NA']"
不问好歹,"['NA', 'NA', 'hǎo', 'NA']"
不问就听不到假话,"['NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'jiǎ', 'NA']"
不问青红皂白,"['NA', 'NA', 'NA', 'hóng', 'NA', 'NA']"
不随大流,"['NA', 'NA', 'dà', 'NA']"
不雅,"['NA', 'yǎ']"
不顾一切,"['NA', 'NA', 'NA', 'qiè']"
不饱和,"['NA', 'NA', 'hé']"
不饱和脂肪酸,"['NA', 'NA', 'hé', 'NA', 'NA', 'NA']"
与世俯仰,"['yǔ', 'NA', 'NA', 'NA']"
与世隔绝,"['yǔ', 'NA', 'NA', 'NA']"
自己方便,"['NA', 'NA', 'NA', 'biàn']"
与时消息,"['yǔ', 'NA', 'NA', 'NA']"
丑化,"['NA', 'huà']"
丑八怪,"['NA', 'bā', 'NA']"
丑恶,"['NA', 'è']"
丑相,"['NA', 'xiàng']"
丑行,"['NA', 'xíng']"
丑角,"['NA', 'jué']"
专业化,"['NA', 'NA', 'huà']"
专业知识,"['NA', 'NA', 'NA', 'shi']"
专任,"['NA', 'rèn']"
专区,"['NA', 'qū']"
专员,"['NA', 'yuán']"
专场,"['NA', 'chǎng']"
专家,"['NA', 'jiā']"
专属,"['NA', 'shǔ']"
专有,"['NA', 'yǒu']"
专有名词,"['NA', 'yǒu', 'NA', 'NA']"
专柜,"['NA', 'guì']"
专案经理,"['NA', 'NA', 'jīng', 'NA']"
专横,"['NA', 'hèng']"
专科学校,"['NA', 'NA', 'NA', 'xiào']"
专科院校,"['NA', 'NA', 'NA', 'xiào']"
专著,"['NA', 'zhù']"
专车,"['NA', 'chē']"
专长,"['NA', 'cháng']"
专门人员,"['NA', 'NA', 'NA', 'yuán']"
专门列车,"['NA', 'NA', 'NA', 'chē']"
专门化,"['NA', 'NA', 'huà']"
专门家,"['NA', 'NA', 'jiā']"
且休,"['qiě', 'NA']"
且慢,"['qiě', 'NA']"
世上,"['NA', 'shàng']"
世仇,"['NA', 'chóu']"
世伯,"['NA', 'bó']"
世博会,"['NA', 'NA', 'huì']"
世家,"['NA', 'jiā']"
世态炎凉,"['NA', 'NA', 'NA', 'liáng']"
世界博览会,"['NA', 'NA', 'NA', 'NA', 'huì']"
世界和平,"['NA', 'NA', 'hé', 'NA']"
世界地图,"['NA', 'NA', 'dì', 'NA']"
世界大战,"['NA', 'NA', 'dà', 'NA']"
世界屋脊,"['NA', 'NA', 'NA', 'jǐ']"
世界强国,"['NA', 'NA', 'qiáng', 'NA']"
世界末日,"['NA', 'NA', 'mò', 'NA']"
世界知识产权组织,"['NA', 'NA', 'NA', 'shí', 'NA', 'NA', 'NA', 'NA']"
世界粮食署,"['NA', 'NA', 'NA', 'shi', 'NA']"
世界纪录,"['NA', 'NA', 'jì', 'NA']"
世界自然基金会,"['NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'huì']"
世界观,"['NA', 'NA', 'guān']"
世界语,"['NA', 'NA', 'yǔ']"
世界贸易中心,"['NA', 'NA', 'NA', 'NA', 'zhōng', 'NA']"
世界运动会,"['NA', 'NA', 'NA', 'NA', 'huì']"
世界野生生物基金会,"['NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'huì']"
世界金融中心,"['NA', 'NA', 'NA', 'NA', 'zhōng', 'NA']"
世界银行,"['NA', 'NA', 'NA', 'háng']"
世禄之家,"['NA', 'NA', 'NA', 'jiā']"
世系,"['NA', 'xì']"
世纪,"['NA', 'jì']"
世维会,"['NA', 'NA', 'huì']"
世行,"['NA', 'háng']"
世间,"['NA', 'jiān']"
丘八,"['NA', 'bā']"
丙戌,"['NA', 'xū']"
丙种射线,"['NA', 'zhǒng', 'NA', 'NA']"
丙纶,"['NA', 'lún']"
丙酸氟替卡松,"['NA', 'NA', 'NA', 'NA', 'kǎ', 'NA']"
业余大学,"['NA', 'NA', 'dà', 'NA']"
业余爱好者,"['NA', 'NA', 'NA', 'hǎo', 'NA']"
业务员,"['NA', 'NA', 'yuán']"
业务模式,"['NA', 'NA', 'mó', 'NA']"
业务过失,"['NA', 'NA', 'guò', 'NA']"
业大,"['NA', 'dà']"
业已,"['NA', 'yǐ']"
业经,"['NA', 'jīng']"
丛台,"['NA', 'tái']"
东一榔头西一棒子,"['NA', 'NA', 'NA', 'tóu', 'NA', 'NA', 'NA', 'NA']"
东三省,"['NA', 'NA', 'shěng']"
东中国海,"['NA', 'zhōng', 'NA', 'NA']"
东丽,"['NA', 'lì']"
东乌珠穆沁旗,"['NA', 'wū', 'NA', 'NA', 'NA', 'NA']"
东亚峰会,"['NA', 'NA', 'NA', 'huì']"
东亚运动会,"['NA', 'NA', 'NA', 'NA', 'huì']"
东亚银行,"['NA', 'NA', 'NA', 'háng']"
东交民巷,"['NA', 'NA', 'NA', 'xiàng']"
东京塔,"['NA', 'NA', 'tǎ']"
东京大学,"['NA', 'NA', 'dà', 'NA']"
东京帝国大学,"['NA', 'NA', 'NA', 'NA', 'dà', 'NA']"
东仓里,"['NA', 'NA', 'lǐ']"
东侧,"['NA', 'cè']"
东倒西歪,"['NA', 'dǎo', 'NA', 'NA']"
东北大学,"['NA', 'NA', 'dà', 'NA']"
东北虎,"['NA', 'NA', 'hǔ']"
东区,"['NA', 'qū']"
东华三院,"['NA', 'huá', 'NA', 'NA']"
东南,"['NA', 'nán']"
东南亚,"['NA', 'nán', 'NA']"
东南亚国,"['NA', 'nán', 'NA', 'NA']"
东南亚国协,"['NA', 'nán', 'NA', 'NA', 'NA']"
东南西北,"['NA', 'nán', 'NA', 'NA']"
东南部,"['NA', 'nán', 'NA']"
东印度公司,"['NA', 'NA', 'dù', 'NA', 'NA']"
东台,"['NA', 'tái']"
东吴大学,"['NA', 'NA', 'dà', 'NA']"
东坡区,"['NA', 'NA', 'qū']"
东城区,"['NA', 'NA', 'qū']"
东太平洋隆起,"['NA', 'NA', 'NA', 'NA', 'lóng', 'NA']"
东头村,"['NA', 'tóu', 'NA']"
东奔西走,"['NA', 'bēn', 'NA', 'NA']"
东宁,"['NA', 'níng']"
东宁县,"['NA', 'níng', 'NA']"
东安区,"['NA', 'NA', 'qū']"
东宝区,"['NA', 'NA', 'qū']"
东家,"['NA', 'jiā']"
东山区,"['NA', 'NA', 'qū']"
东兴,"['NA', 'xīng']"
东川区,"['NA', 'NA', 'qū']"
东巴文化,"['NA', 'NA', 'NA', 'huà']"
东拉西扯,"['NA', 'lā', 'NA', 'NA']"
东方市,"['NA', 'NA', 'shì']"
东方明珠塔,"['NA', 'NA', 'NA', 'NA', 'tǎ']"
东方明珠电视塔,"['NA', 'NA', 'NA', 'NA', 'NA', 'NA', 'tǎ']"
东方红,"['NA', 'NA', 'hóng']"
东方航空,"['NA', 'NA', 'NA', 'kōng']"
东昌区,"['NA', 'NA', 'qū']"
东昌府区,"['NA', 'NA', 'NA', 'qū']"
东汉末,"['NA', 'NA', 'mò']"
东汉末年,"['NA', 'NA', 'mò', 'NA']"
东河区,"['NA', 'NA', 'qū']"
东洲区,"['NA', 'NA', 'qū']"
东海大学,"['NA', 'NA', 'dà', 'NA']"
东海大桥,"['NA', 'NA', 'dà', 'NA']"
东港区,"['NA', 'NA', 'qū']"
东港市,"['NA', 'NA', 'shì']"
东湖区,"['NA', 'NA', 'qū']"
东王公,"['NA', 'wáng', 'NA']"
东现汉纪,"['NA', 'NA', 'NA', 'jì']"
东盟,"['NA', 'méng']"
